row_pk,country,field,metric,current_value,current_source,current_confidence,proposed_source,verifiable,note
768b827f-9d57-4a5c-a8f2-2c3a06fbf104,IE,business-management,visa,occupation_list_match=false; post_study_work_years=1; visa_pathway_score=50,Critical Skills Occupations List — Dept of Enterprise,estimate,Dept of Enterprise Critical Skills Occupations List + Stamp 1G,yes,post_study_work_years=bachelor-level; occupation_list_match needs per-occupation check vs current list
768b827f-9d57-4a5c-a8f2-2c3a06fbf104,IE,business-management,demand,58,EGFSN — labour market and future skills forecasts,estimate,EGFSN / SOLAS skills forecasts,hard,"0-100 composite index, NOT a single official statistic; document component inputs"
768b827f-9d57-4a5c-a8f2-2c3a06fbf104,IE,business-management,ai_exposure,high,OECD AI exposure / Felten occupational AI-exposure index,estimate,OECD AI exposure + Felten occupational AI-exposure index,hard,low/medium/high band; interpretive mapping of published exposure research to the major
768b827f-9d57-4a5c-a8f2-2c3a06fbf104,IE,business-management,roi,avg_annual_tuition_intl=18000; median_starting_salary=32000; payback_years=4.2,CSO Ireland — graduate earnings,estimate,HEA/Qualifax (tuition) + CSO graduate earnings,yes,tuition=annual intl; salary=median starting (local ccy); payback=yrs; align tuition vs salary source-years
9ef77231-af9b-47a4-b00d-61fbbcc80fe8,IE,civil-engineering,employment,84,"HEA Graduate Outcomes Survey, Class of 2024",estimate,HEA Graduate Outcomes Survey,yes,"% full-time employment, recent grads; survey timepoint differs by country"
9ef77231-af9b-47a4-b00d-61fbbcc80fe8,IE,civil-engineering,visa,occupation_list_match=true; post_study_work_years=1; visa_pathway_score=85,Critical Skills Occupations List — Dept of Enterprise,estimate,Dept of Enterprise Critical Skills Occupations List + Stamp 1G,yes,post_study_work_years=bachelor-level; occupation_list_match needs per-occupation check vs current list
9ef77231-af9b-47a4-b00d-61fbbcc80fe8,IE,civil-engineering,demand,78,EGFSN — labour market and future skills forecasts,estimate,EGFSN / SOLAS skills forecasts,hard,"0-100 composite index, NOT a single official statistic; document component inputs"
9ef77231-af9b-47a4-b00d-61fbbcc80fe8,IE,civil-engineering,ai_exposure,low,OECD AI exposure / Felten occupational AI-exposure index,estimate,OECD AI exposure + Felten occupational AI-exposure index,hard,low/medium/high band; interpretive mapping of published exposure research to the major
9ef77231-af9b-47a4-b00d-61fbbcc80fe8,IE,civil-engineering,roi,avg_annual_tuition_intl=22000; median_starting_salary=38000; payback_years=3.1,CSO Ireland — graduate earnings,estimate,HEA/Qualifax (tuition) + CSO graduate earnings,yes,tuition=annual intl; salary=median starting (local ccy); payback=yrs; align tuition vs salary source-years
1b45455d-2e89-4db6-b436-015457bd97ef,IE,computer-science,employment,85,"HEA Graduate Outcomes Survey, Class of 2024",estimate,HEA Graduate Outcomes Survey,yes,"% full-time employment, recent grads; survey timepoint differs by country"
1b45455d-2e89-4db6-b436-015457bd97ef,IE,computer-science,visa,occupation_list_match=true; post_study_work_years=1; visa_pathway_score=80,Critical Skills Occupations List — Dept of Enterprise,estimate,Dept of Enterprise Critical Skills Occupations List + Stamp 1G,yes,post_study_work_years=bachelor-level; occupation_list_match needs per-occupation check vs current list
1b45455d-2e89-4db6-b436-015457bd97ef,IE,computer-science,demand,80,EGFSN — labour market and future skills forecasts,estimate,EGFSN / SOLAS skills forecasts,hard,"0-100 composite index, NOT a single official statistic; document component inputs"
1b45455d-2e89-4db6-b436-015457bd97ef,IE,computer-science,ai_exposure,medium,OECD AI exposure / Felten occupational AI-exposure index,estimate,OECD AI exposure + Felten occupational AI-exposure index,hard,low/medium/high band; interpretive mapping of published exposure research to the major
1b45455d-2e89-4db6-b436-015457bd97ef,IE,computer-science,roi,avg_annual_tuition_intl=22000; median_starting_salary=42000; payback_years=2.8,CSO Ireland — graduate earnings,estimate,HEA/Qualifax (tuition) + CSO graduate earnings,yes,tuition=annual intl; salary=median starting (local ccy); payback=yrs; align tuition vs salary source-years
ef03d1d4-c88a-455e-9434-089422595bd5,IE,data-analytics,employment,86,"HEA Graduate Outcomes Survey, Class of 2024",estimate,HEA Graduate Outcomes Survey,yes,"% full-time employment, recent grads; survey timepoint differs by country"
ef03d1d4-c88a-455e-9434-089422595bd5,IE,data-analytics,visa,occupation_list_match=true; post_study_work_years=1; visa_pathway_score=80,Critical Skills Occupations List — Dept of Enterprise,estimate,Dept of Enterprise Critical Skills Occupations List + Stamp 1G,yes,post_study_work_years=bachelor-level; occupation_list_match needs per-occupation check vs current list
ef03d1d4-c88a-455e-9434-089422595bd5,IE,data-analytics,demand,82,EGFSN — labour market and future skills forecasts,estimate,EGFSN / SOLAS skills forecasts,hard,"0-100 composite index, NOT a single official statistic; document component inputs"
ef03d1d4-c88a-455e-9434-089422595bd5,IE,data-analytics,ai_exposure,medium,OECD AI exposure / Felten occupational AI-exposure index,estimate,OECD AI exposure + Felten occupational AI-exposure index,hard,low/medium/high band; interpretive mapping of published exposure research to the major
ef03d1d4-c88a-455e-9434-089422595bd5,IE,data-analytics,roi,avg_annual_tuition_intl=22000; median_starting_salary=43000; payback_years=2.7,CSO Ireland — graduate earnings,estimate,HEA/Qualifax (tuition) + CSO graduate earnings,yes,tuition=annual intl; salary=median starting (local ccy); payback=yrs; align tuition vs salary source-years
e064987d-9ddb-40bb-8291-86959ae9cd30,IE,music,employment,68,"HEA Graduate Outcomes Survey, Class of 2024",estimate,HEA Graduate Outcomes Survey,yes,"% full-time employment, recent grads; survey timepoint differs by country"
e064987d-9ddb-40bb-8291-86959ae9cd30,IE,music,visa,occupation_list_match=false; post_study_work_years=1; visa_pathway_score=32,Critical Skills Occupations List — Dept of Enterprise,estimate,Dept of Enterprise Critical Skills Occupations List + Stamp 1G,yes,post_study_work_years=bachelor-level; occupation_list_match needs per-occupation check vs current list
e064987d-9ddb-40bb-8291-86959ae9cd30,IE,music,demand,38,EGFSN — labour market and future skills forecasts,estimate,EGFSN / SOLAS skills forecasts,hard,"0-100 composite index, NOT a single official statistic; document component inputs"
e064987d-9ddb-40bb-8291-86959ae9cd30,IE,music,ai_exposure,medium,OECD AI exposure / Felten occupational AI-exposure index,estimate,OECD AI exposure + Felten occupational AI-exposure index,hard,low/medium/high band; interpretive mapping of published exposure research to the major
e064987d-9ddb-40bb-8291-86959ae9cd30,IE,music,roi,avg_annual_tuition_intl=17000; median_starting_salary=27000; payback_years=6.8,CSO Ireland — graduate earnings,estimate,HEA/Qualifax (tuition) + CSO graduate earnings,yes,tuition=annual intl; salary=median starting (local ccy); payback=yrs; align tuition vs salary source-years
516a18bf-ba5f-4658-8007-f03603832cb0,IE,nursing,employment,92,"HEA Graduate Outcomes Survey, Class of 2024",estimate,HEA Graduate Outcomes Survey,yes,"% full-time employment, recent grads; survey timepoint differs by country"
516a18bf-ba5f-4658-8007-f03603832cb0,IE,nursing,visa,occupation_list_match=true; post_study_work_years=1; visa_pathway_score=95,Critical Skills Occupations List — Dept of Enterprise,estimate,Dept of Enterprise Critical Skills Occupations List + Stamp 1G,yes,post_study_work_years=bachelor-level; occupation_list_match needs per-occupation check vs current list
516a18bf-ba5f-4658-8007-f03603832cb0,IE,nursing,demand,92,EGFSN — labour market and future skills forecasts,estimate,EGFSN / SOLAS skills forecasts,hard,"0-100 composite index, NOT a single official statistic; document component inputs"
516a18bf-ba5f-4658-8007-f03603832cb0,IE,nursing,ai_exposure,low,OECD AI exposure / Felten occupational AI-exposure index,estimate,OECD AI exposure + Felten occupational AI-exposure index,hard,low/medium/high band; interpretive mapping of published exposure research to the major
516a18bf-ba5f-4658-8007-f03603832cb0,IE,nursing,roi,avg_annual_tuition_intl=20000; median_starting_salary=35000; payback_years=3,CSO Ireland — graduate earnings,estimate,HEA/Qualifax (tuition) + CSO graduate earnings,yes,tuition=annual intl; salary=median starting (local ccy); payback=yrs; align tuition vs salary source-years
4fb8335b-b86f-4961-b0a2-de94608a1b0e,IE,psychology,employment,72,"HEA Graduate Outcomes Survey, Class of 2024",estimate,HEA Graduate Outcomes Survey,yes,"% full-time employment, recent grads; survey timepoint differs by country"
4fb8335b-b86f-4961-b0a2-de94608a1b0e,IE,psychology,visa,occupation_list_match=false; post_study_work_years=1; visa_pathway_score=42,Critical Skills Occupations List — Dept of Enterprise,estimate,Dept of Enterprise Critical Skills Occupations List + Stamp 1G,yes,post_study_work_years=bachelor-level; occupation_list_match needs per-occupation check vs current list
4fb8335b-b86f-4961-b0a2-de94608a1b0e,IE,psychology,demand,52,EGFSN — labour market and future skills forecasts,estimate,EGFSN / SOLAS skills forecasts,hard,"0-100 composite index, NOT a single official statistic; document component inputs"
4fb8335b-b86f-4961-b0a2-de94608a1b0e,IE,psychology,ai_exposure,low,OECD AI exposure / Felten occupational AI-exposure index,estimate,OECD AI exposure + Felten occupational AI-exposure index,hard,low/medium/high band; interpretive mapping of published exposure research to the major
4fb8335b-b86f-4961-b0a2-de94608a1b0e,IE,psychology,roi,avg_annual_tuition_intl=18000; median_starting_salary=30000; payback_years=5.2,CSO Ireland — graduate earnings,estimate,HEA/Qualifax (tuition) + CSO graduate earnings,yes,tuition=annual intl; salary=median starting (local ccy); payback=yrs; align tuition vs salary source-years
57e5d4dd-c5d1-4a45-aa62-46c545ca97fb,IE,software-engineering,employment,87,"HEA Graduate Outcomes Survey, Class of 2024",estimate,HEA Graduate Outcomes Survey,yes,"% full-time employment, recent grads; survey timepoint differs by country"
57e5d4dd-c5d1-4a45-aa62-46c545ca97fb,IE,software-engineering,visa,occupation_list_match=true; post_study_work_years=1; visa_pathway_score=82,Critical Skills Occupations List — Dept of Enterprise,estimate,Dept of Enterprise Critical Skills Occupations List + Stamp 1G,yes,post_study_work_years=bachelor-level; occupation_list_match needs per-occupation check vs current list
57e5d4dd-c5d1-4a45-aa62-46c545ca97fb,IE,software-engineering,demand,80,EGFSN — labour market and future skills forecasts,estimate,EGFSN / SOLAS skills forecasts,hard,"0-100 composite index, NOT a single official statistic; document component inputs"
57e5d4dd-c5d1-4a45-aa62-46c545ca97fb,IE,software-engineering,ai_exposure,medium,OECD AI exposure / Felten occupational AI-exposure index,estimate,OECD AI exposure + Felten occupational AI-exposure index,hard,low/medium/high band; interpretive mapping of published exposure research to the major
57e5d4dd-c5d1-4a45-aa62-46c545ca97fb,IE,software-engineering,roi,avg_annual_tuition_intl=23000; median_starting_salary=44000; payback_years=2.7,CSO Ireland — graduate earnings,estimate,HEA/Qualifax (tuition) + CSO graduate earnings,yes,tuition=annual intl; salary=median starting (local ccy); payback=yrs; align tuition vs salary source-years
7ec84597-ebc8-4904-8bc9-6cb3a9eef310,IE,ux-design,employment,74,"HEA Graduate Outcomes Survey, Class of 2024",estimate,HEA Graduate Outcomes Survey,yes,"% full-time employment, recent grads; survey timepoint differs by country"
7ec84597-ebc8-4904-8bc9-6cb3a9eef310,IE,ux-design,visa,occupation_list_match=false; post_study_work_years=1; visa_pathway_score=48,Critical Skills Occupations List — Dept of Enterprise,estimate,Dept of Enterprise Critical Skills Occupations List + Stamp 1G,yes,post_study_work_years=bachelor-level; occupation_list_match needs per-occupation check vs current list
7ec84597-ebc8-4904-8bc9-6cb3a9eef310,IE,ux-design,demand,60,EGFSN — labour market and future skills forecasts,estimate,EGFSN / SOLAS skills forecasts,hard,"0-100 composite index, NOT a single official statistic; document component inputs"
7ec84597-ebc8-4904-8bc9-6cb3a9eef310,IE,ux-design,ai_exposure,medium,OECD AI exposure / Felten occupational AI-exposure index,estimate,OECD AI exposure + Felten occupational AI-exposure index,hard,low/medium/high band; interpretive mapping of published exposure research to the major
7ec84597-ebc8-4904-8bc9-6cb3a9eef310,IE,ux-design,roi,avg_annual_tuition_intl=19000; median_starting_salary=34000; payback_years=4,CSO Ireland — graduate earnings,estimate,HEA/Qualifax (tuition) + CSO graduate earnings,yes,tuition=annual intl; salary=median starting (local ccy); payback=yrs; align tuition vs salary source-years
74ed62f3-da30-40b2-9eff-7c3b0b37df16,UK,accounting,employment,79,HESA Graduate Outcomes Survey,estimate,HESA Graduate Outcomes Survey,yes,"% full-time employment, recent grads; survey timepoint differs by country"
74ed62f3-da30-40b2-9eff-7c3b0b37df16,UK,accounting,visa,occupation_list_match=true; post_study_work_years=2; visa_pathway_score=72,GOV.UK — Graduate Route & Skilled Worker / Immigration Salary List (UKVI),estimate,UKVI Graduate Route + Skilled Worker/Immigration Salary List,yes,post_study_work_years=bachelor-level; occupation_list_match needs per-occupation check vs current list
74ed62f3-da30-40b2-9eff-7c3b0b37df16,UK,accounting,demand,69,ONS labour market overview — demand,estimate,ONS labour market / vacancies,hard,"0-100 composite index, NOT a single official statistic; document component inputs"
74ed62f3-da30-40b2-9eff-7c3b0b37df16,UK,accounting,ai_exposure,high,OECD AI exposure / Felten occupational AI-exposure index,estimate,OECD AI exposure + Felten occupational AI-exposure index,hard,low/medium/high band; interpretive mapping of published exposure research to the major
74ed62f3-da30-40b2-9eff-7c3b0b37df16,UK,accounting,roi,avg_annual_tuition_intl=22000; median_starting_salary=29000; payback_years=5,Discover Uni — tuition & graduate salary data,estimate,Discover Uni / HESA (tuition + LEO earnings),yes,tuition=annual intl; salary=median starting (local ccy); payback=yrs; align tuition vs salary source-years
89021c4e-918c-4e36-9543-0d36ff17bc1d,UK,business-management,employment,73,HESA Graduate Outcomes Survey,estimate,HESA Graduate Outcomes Survey,yes,"% full-time employment, recent grads; survey timepoint differs by country"
89021c4e-918c-4e36-9543-0d36ff17bc1d,UK,business-management,visa,occupation_list_match=false; post_study_work_years=2; visa_pathway_score=55,GOV.UK — Graduate Route & Skilled Worker / Immigration Salary List (UKVI),estimate,UKVI Graduate Route + Skilled Worker/Immigration Salary List,yes,post_study_work_years=bachelor-level; occupation_list_match needs per-occupation check vs current list
89021c4e-918c-4e36-9543-0d36ff17bc1d,UK,business-management,demand,63,ONS labour market overview — demand,estimate,ONS labour market / vacancies,hard,"0-100 composite index, NOT a single official statistic; document component inputs"
89021c4e-918c-4e36-9543-0d36ff17bc1d,UK,business-management,ai_exposure,high,OECD AI exposure / Felten occupational AI-exposure index,estimate,OECD AI exposure + Felten occupational AI-exposure index,hard,low/medium/high band; interpretive mapping of published exposure research to the major
89021c4e-918c-4e36-9543-0d36ff17bc1d,UK,business-management,roi,avg_annual_tuition_intl=23000; median_starting_salary=28000; payback_years=6,Discover Uni — tuition & graduate salary data,estimate,Discover Uni / HESA (tuition + LEO earnings),yes,tuition=annual intl; salary=median starting (local ccy); payback=yrs; align tuition vs salary source-years
b9b85eb3-6a08-4f6a-b8de-0340c6bf70a3,UK,civil-engineering,employment,83,HESA Graduate Outcomes Survey,estimate,HESA Graduate Outcomes Survey,yes,"% full-time employment, recent grads; survey timepoint differs by country"
b9b85eb3-6a08-4f6a-b8de-0340c6bf70a3,UK,civil-engineering,visa,occupation_list_match=true; post_study_work_years=2; visa_pathway_score=78,GOV.UK — Graduate Route & Skilled Worker / Immigration Salary List (UKVI),estimate,UKVI Graduate Route + Skilled Worker/Immigration Salary List,yes,post_study_work_years=bachelor-level; occupation_list_match needs per-occupation check vs current list
b9b85eb3-6a08-4f6a-b8de-0340c6bf70a3,UK,civil-engineering,demand,74,ONS labour market overview — demand,estimate,ONS labour market / vacancies,hard,"0-100 composite index, NOT a single official statistic; document component inputs"
b9b85eb3-6a08-4f6a-b8de-0340c6bf70a3,UK,civil-engineering,ai_exposure,low,OECD AI exposure / Felten occupational AI-exposure index,estimate,OECD AI exposure + Felten occupational AI-exposure index,hard,low/medium/high band; interpretive mapping of published exposure research to the major
b9b85eb3-6a08-4f6a-b8de-0340c6bf70a3,UK,civil-engineering,roi,avg_annual_tuition_intl=24000; median_starting_salary=30000; payback_years=5,Discover Uni — tuition & graduate salary data,estimate,Discover Uni / HESA (tuition + LEO earnings),yes,tuition=annual intl; salary=median starting (local ccy); payback=yrs; align tuition vs salary source-years
a3aa609f-9f04-44a6-9180-490f31ca3e7f,UK,computer-science,employment,84,HESA Graduate Outcomes Survey,estimate,HESA Graduate Outcomes Survey,yes,"% full-time employment, recent grads; survey timepoint differs by country"
a3aa609f-9f04-44a6-9180-490f31ca3e7f,UK,computer-science,visa,occupation_list_match=true; post_study_work_years=2; visa_pathway_score=80,GOV.UK — Graduate Route & Skilled Worker / Immigration Salary List (UKVI),estimate,UKVI Graduate Route + Skilled Worker/Immigration Salary List,yes,post_study_work_years=bachelor-level; occupation_list_match needs per-occupation check vs current list
a3aa609f-9f04-44a6-9180-490f31ca3e7f,UK,computer-science,demand,85,ONS labour market overview — demand,estimate,ONS labour market / vacancies,hard,"0-100 composite index, NOT a single official statistic; document component inputs"
a3aa609f-9f04-44a6-9180-490f31ca3e7f,UK,computer-science,ai_exposure,medium,OECD AI exposure / Felten occupational AI-exposure index,estimate,OECD AI exposure + Felten occupational AI-exposure index,hard,low/medium/high band; interpretive mapping of published exposure research to the major
a3aa609f-9f04-44a6-9180-490f31ca3e7f,UK,computer-science,roi,avg_annual_tuition_intl=26000; median_starting_salary=32000; payback_years=5,Discover Uni — tuition & graduate salary data,estimate,Discover Uni / HESA (tuition + LEO earnings),yes,tuition=annual intl; salary=median starting (local ccy); payback=yrs; align tuition vs salary source-years
7b124c8b-1377-4f1a-8d05-e5367938f449,UK,data-analytics,employment,79,HESA Graduate Outcomes Survey,estimate,HESA Graduate Outcomes Survey,yes,"% full-time employment, recent grads; survey timepoint differs by country"
7b124c8b-1377-4f1a-8d05-e5367938f449,UK,data-analytics,visa,occupation_list_match=true; post_study_work_years=2; visa_pathway_score=80,GOV.UK — Graduate Route & Skilled Worker / Immigration Salary List (UKVI),estimate,UKVI Graduate Route + Skilled Worker/Immigration Salary List,yes,post_study_work_years=bachelor-level; occupation_list_match needs per-occupation check vs current list
7b124c8b-1377-4f1a-8d05-e5367938f449,UK,data-analytics,demand,80,ONS labour market overview — demand,estimate,ONS labour market / vacancies,hard,"0-100 composite index, NOT a single official statistic; document component inputs"
7b124c8b-1377-4f1a-8d05-e5367938f449,UK,data-analytics,ai_exposure,high,OECD AI exposure / Felten occupational AI-exposure index,estimate,OECD AI exposure + Felten occupational AI-exposure index,hard,low/medium/high band; interpretive mapping of published exposure research to the major
7b124c8b-1377-4f1a-8d05-e5367938f449,UK,data-analytics,roi,avg_annual_tuition_intl=25000; median_starting_salary=31000; payback_years=5,Discover Uni — tuition & graduate salary data,estimate,Discover Uni / HESA (tuition + LEO earnings),yes,tuition=annual intl; salary=median starting (local ccy); payback=yrs; align tuition vs salary source-years
df38ce6a-c27e-4986-bb16-cfad7fd2f708,UK,music,employment,59,HESA Graduate Outcomes Survey,estimate,HESA Graduate Outcomes Survey,yes,"% full-time employment, recent grads; survey timepoint differs by country"
df38ce6a-c27e-4986-bb16-cfad7fd2f708,UK,music,visa,occupation_list_match=false; post_study_work_years=2; visa_pathway_score=50,GOV.UK — Graduate Route & Skilled Worker / Immigration Salary List (UKVI),estimate,UKVI Graduate Route + Skilled Worker/Immigration Salary List,yes,post_study_work_years=bachelor-level; occupation_list_match needs per-occupation check vs current list
df38ce6a-c27e-4986-bb16-cfad7fd2f708,UK,music,demand,44,ONS labour market overview — demand,estimate,ONS labour market / vacancies,hard,"0-100 composite index, NOT a single official statistic; document component inputs"
df38ce6a-c27e-4986-bb16-cfad7fd2f708,UK,music,ai_exposure,medium,OECD AI exposure / Felten occupational AI-exposure index,estimate,OECD AI exposure + Felten occupational AI-exposure index,hard,low/medium/high band; interpretive mapping of published exposure research to the major
df38ce6a-c27e-4986-bb16-cfad7fd2f708,UK,music,roi,avg_annual_tuition_intl=23000; median_starting_salary=25000; payback_years=8,Discover Uni — tuition & graduate salary data,estimate,Discover Uni / HESA (tuition + LEO earnings),yes,tuition=annual intl; salary=median starting (local ccy); payback=yrs; align tuition vs salary source-years
cac15741-afbe-4670-a9da-8e1bcbc8975d,UK,nursing,employment,92,HESA Graduate Outcomes Survey,estimate,HESA Graduate Outcomes Survey,yes,"% full-time employment, recent grads; survey timepoint differs by country"
cac15741-afbe-4670-a9da-8e1bcbc8975d,UK,nursing,visa,occupation_list_match=true; post_study_work_years=2; visa_pathway_score=85,GOV.UK — Graduate Route & Skilled Worker / Immigration Salary List (UKVI),estimate,UKVI Graduate Route + Skilled Worker/Immigration Salary List,yes,post_study_work_years=bachelor-level; occupation_list_match needs per-occupation check vs current list
cac15741-afbe-4670-a9da-8e1bcbc8975d,UK,nursing,demand,90,ONS labour market overview — demand,estimate,ONS labour market / vacancies,hard,"0-100 composite index, NOT a single official statistic; document component inputs"
cac15741-afbe-4670-a9da-8e1bcbc8975d,UK,nursing,ai_exposure,low,OECD AI exposure / Felten occupational AI-exposure index,estimate,OECD AI exposure + Felten occupational AI-exposure index,hard,low/medium/high band; interpretive mapping of published exposure research to the major
cac15741-afbe-4670-a9da-8e1bcbc8975d,UK,nursing,roi,avg_annual_tuition_intl=22000; median_starting_salary=28000; payback_years=5,Discover Uni — tuition & graduate salary data,estimate,Discover Uni / HESA (tuition + LEO earnings),yes,tuition=annual intl; salary=median starting (local ccy); payback=yrs; align tuition vs salary source-years
9c6f3956-00c4-4f22-a529-d82becb3d1ea,UK,psychology,employment,67,HESA Graduate Outcomes Survey,estimate,HESA Graduate Outcomes Survey,yes,"% full-time employment, recent grads; survey timepoint differs by country"
9c6f3956-00c4-4f22-a529-d82becb3d1ea,UK,psychology,visa,occupation_list_match=false; post_study_work_years=2; visa_pathway_score=52,GOV.UK — Graduate Route & Skilled Worker / Immigration Salary List (UKVI),estimate,UKVI Graduate Route + Skilled Worker/Immigration Salary List,yes,post_study_work_years=bachelor-level; occupation_list_match needs per-occupation check vs current list
9c6f3956-00c4-4f22-a529-d82becb3d1ea,UK,psychology,demand,57,ONS labour market overview — demand,estimate,ONS labour market / vacancies,hard,"0-100 composite index, NOT a single official statistic; document component inputs"
9c6f3956-00c4-4f22-a529-d82becb3d1ea,UK,psychology,ai_exposure,low,OECD AI exposure / Felten occupational AI-exposure index,estimate,OECD AI exposure + Felten occupational AI-exposure index,hard,low/medium/high band; interpretive mapping of published exposure research to the major
9c6f3956-00c4-4f22-a529-d82becb3d1ea,UK,psychology,roi,avg_annual_tuition_intl=22000; median_starting_salary=26000; payback_years=7,Discover Uni — tuition & graduate salary data,estimate,Discover Uni / HESA (tuition + LEO earnings),yes,tuition=annual intl; salary=median starting (local ccy); payback=yrs; align tuition vs salary source-years
c743a440-ef33-4bb9-a8e3-bfa2f3fa4859,UK,software-engineering,employment,85,HESA Graduate Outcomes Survey,estimate,HESA Graduate Outcomes Survey,yes,"% full-time employment, recent grads; survey timepoint differs by country"
c743a440-ef33-4bb9-a8e3-bfa2f3fa4859,UK,software-engineering,visa,occupation_list_match=true; post_study_work_years=2; visa_pathway_score=82,GOV.UK — Graduate Route & Skilled Worker / Immigration Salary List (UKVI),estimate,UKVI Graduate Route + Skilled Worker/Immigration Salary List,yes,post_study_work_years=bachelor-level; occupation_list_match needs per-occupation check vs current list
c743a440-ef33-4bb9-a8e3-bfa2f3fa4859,UK,software-engineering,demand,84,ONS labour market overview — demand,estimate,ONS labour market / vacancies,hard,"0-100 composite index, NOT a single official statistic; document component inputs"
c743a440-ef33-4bb9-a8e3-bfa2f3fa4859,UK,software-engineering,ai_exposure,medium,OECD AI exposure / Felten occupational AI-exposure index,estimate,OECD AI exposure + Felten occupational AI-exposure index,hard,low/medium/high band; interpretive mapping of published exposure research to the major
c743a440-ef33-4bb9-a8e3-bfa2f3fa4859,UK,software-engineering,roi,avg_annual_tuition_intl=26000; median_starting_salary=34000; payback_years=5,Discover Uni — tuition & graduate salary data,estimate,Discover Uni / HESA (tuition + LEO earnings),yes,tuition=annual intl; salary=median starting (local ccy); payback=yrs; align tuition vs salary source-years
405f4000-183d-4b21-bf37-9b5481e5dec7,UK,ux-design,employment,71,HESA Graduate Outcomes Survey,estimate,HESA Graduate Outcomes Survey,yes,"% full-time employment, recent grads; survey timepoint differs by country"
405f4000-183d-4b21-bf37-9b5481e5dec7,UK,ux-design,visa,occupation_list_match=false; post_study_work_years=2; visa_pathway_score=55,GOV.UK — Graduate Route & Skilled Worker / Immigration Salary List (UKVI),estimate,UKVI Graduate Route + Skilled Worker/Immigration Salary List,yes,post_study_work_years=bachelor-level; occupation_list_match needs per-occupation check vs current list
405f4000-183d-4b21-bf37-9b5481e5dec7,UK,ux-design,demand,62,ONS labour market overview — demand,estimate,ONS labour market / vacancies,hard,"0-100 composite index, NOT a single official statistic; document component inputs"
405f4000-183d-4b21-bf37-9b5481e5dec7,UK,ux-design,ai_exposure,medium,OECD AI exposure / Felten occupational AI-exposure index,estimate,OECD AI exposure + Felten occupational AI-exposure index,hard,low/medium/high band; interpretive mapping of published exposure research to the major
405f4000-183d-4b21-bf37-9b5481e5dec7,UK,ux-design,roi,avg_annual_tuition_intl=23000; median_starting_salary=30000; payback_years=6,Discover Uni — tuition & graduate salary data,estimate,Discover Uni / HESA (tuition + LEO earnings),yes,tuition=annual intl; salary=median starting (local ccy); payback=yrs; align tuition vs salary source-years
5e696660-17d2-4d24-8404-a5837ea6c76c,US,accounting,employment,80,"College Scorecard — tuition, median earnings & graduate outcomes (U.S. Dept of Education)",estimate,College Scorecard (US Dept of Education) + BLS OOH,yes,"% full-time employment, recent grads; survey timepoint differs by country"
5e696660-17d2-4d24-8404-a5837ea6c76c,US,accounting,visa,occupation_list_match=false; post_study_work_years=1; visa_pathway_score=42,USCIS — STEM OPT extension & H-1B visa,estimate,USCIS STEM-OPT designated degree list + H-1B,yes,post_study_work_years=bachelor-level; occupation_list_match needs per-occupation check vs current list
5e696660-17d2-4d24-8404-a5837ea6c76c,US,accounting,demand,70,BLS Occupational Outlook Handbook — employment & demand outlook,estimate,BLS Occupational Outlook Handbook projections,hard,"0-100 composite index, NOT a single official statistic; document component inputs"
5e696660-17d2-4d24-8404-a5837ea6c76c,US,accounting,ai_exposure,high,OECD AI exposure / Felten occupational AI-exposure index,estimate,OECD AI exposure + Felten occupational AI-exposure index,hard,low/medium/high band; interpretive mapping of published exposure research to the major
5e696660-17d2-4d24-8404-a5837ea6c76c,US,accounting,roi,avg_annual_tuition_intl=42000; median_starting_salary=58000; payback_years=7,"College Scorecard — tuition, median earnings & graduate outcomes (U.S. Dept of Education)",estimate,College Scorecard (tuition + median earnings),yes,tuition=annual intl; salary=median starting (local ccy); payback=yrs; align tuition vs salary source-years
9c3182fe-5307-4f56-b9ae-923f19d2e529,US,business-management,employment,74,"College Scorecard — tuition, median earnings & graduate outcomes (U.S. Dept of Education)",estimate,College Scorecard (US Dept of Education) + BLS OOH,yes,"% full-time employment, recent grads; survey timepoint differs by country"
9c3182fe-5307-4f56-b9ae-923f19d2e529,US,business-management,visa,occupation_list_match=false; post_study_work_years=1; visa_pathway_score=40,USCIS — STEM OPT extension & H-1B visa,estimate,USCIS STEM-OPT designated degree list + H-1B,yes,post_study_work_years=bachelor-level; occupation_list_match needs per-occupation check vs current list
9c3182fe-5307-4f56-b9ae-923f19d2e529,US,business-management,demand,65,BLS Occupational Outlook Handbook — employment & demand outlook,estimate,BLS Occupational Outlook Handbook projections,hard,"0-100 composite index, NOT a single official statistic; document component inputs"
9c3182fe-5307-4f56-b9ae-923f19d2e529,US,business-management,ai_exposure,high,OECD AI exposure / Felten occupational AI-exposure index,estimate,OECD AI exposure + Felten occupational AI-exposure index,hard,low/medium/high band; interpretive mapping of published exposure research to the major
9c3182fe-5307-4f56-b9ae-923f19d2e529,US,business-management,roi,avg_annual_tuition_intl=45000; median_starting_salary=60000; payback_years=7,"College Scorecard — tuition, median earnings & graduate outcomes (U.S. Dept of Education)",estimate,College Scorecard (tuition + median earnings),yes,tuition=annual intl; salary=median starting (local ccy); payback=yrs; align tuition vs salary source-years
